선정 여부,주차,신청 번호,신청 일자,시작 일자,브랜드,,타이틀,프로모션 내용,URL,이미지,비고,팀명
,12,594628,2026-03-17 9:00:00,2026-03-17 9:00:00,musinsacampaign,26 SS 신상 캠페인 - 기간 한정 행운의 래플,기간 한정 행운의 래플,나이키부터 새티스파이까지 래플 응모하기,https://www.musinsa.com/campaign/26ss_newarrivals/2#raffle,https://image.msscdn.net/campaign_service/images/cpcms/2026/c0c73233da2543c48b8c099a138f95e7.jpg,,전사캠페인
광고진행,12,577202,2026-03-18 2:00:00,2026-03-18 2:00:00,drmartens,닥터마틴 Mayfare 무신사 선발매,닥터마틴 Mayfare 무신사 선발매,닥터마틴 Mayfare 선발매 + 킥스 홍대 팝업 연계,,,,무신사풋웨어
광고진행,12,577693,2026-03-18 2:00:00,2026-03-18 2:00:00,luvistrue,러브이즈트루 X 최예나 무신사 에디션,러브이즈트루 X 최예나 무신사 에디션,*최예나 콜라보 단독 발매 + 15%할인 + nn만원 이상 구매 시 포토카드 제공(랜덤제공),,,,여성패션
광고진행,12,577946,2026-03-18 2:00:00,2026-03-09 2:00:00,plac,플랙 x 페퍼윤 협업,플랙 x 페퍼유 협업,플랙 x 페퍼윤 인플루언서 협업 발매 & 단독 할인,https://www.musinsa.com/content/1469258938717181743,,,무신사남성패션
광고진행,12,584110,2026-03-18 2:00:00,2026-03-18 2:00:00,foowearcategorymkt,3월 슈즈위크_빅배너/퍼널/상세페이지/커스텀판/세일판/앱푸시/퀵버튼,올해의 신상 슈즈\n최대 80% 할인에 추가 쿠폰까지,올해의 신상 슈즈\n최대 80% 할인에 추가 쿠폰까지,https://www.musinsa.com/campaign/shoesweek2603/0,,,스포츠카테고리마케팅
,12,589252,2026-03-18 2:00:00,2026-03-18 2:00:00,kinchi,킨치 X 페르커 콜라보 발매,킨치 X 페르커 ,킨치 X 페르커 콜라보 발매,https://www.musinsa.com/content/1480817995246490119,https://image.msscdn.net/cms/v2/content/file_1773125205536_297096600_d6uysc.jpg,,무신사풋웨어
광고진행,12,589627,2026-03-18 2:00:00,2026-03-18 2:00:00,musinsastandardkids,무신사 스탠다드 키즈 슬로코스터 컬래버,무신사 스탠다드 키즈 X 슬로코스터 컬래버 캡슐 발매,최대 50% 할인 + 장바구니 쿠폰,https://www.musinsa.com/content/1466687311605104707,https://image.msscdn.net/cms/v2/content/file_1773280900728_711060799_cn9zp5.jpg,※CMS 생성 전으로 랜딩 URL 임의 기재,유니섹스글로벌
광고진행,12,593780,2026-03-18 2:00:00,2026-03-18 2:00:00,foowearcategorymkt,3월 킥스위크_추천판_빅배너/커스텀판/세일판/캠페인모듈/상세페이지이벤트배너/앱푸시,올해의 신상 슈즈\n최대 80% 할인 + 20% 쿠폰,올해의 신상 슈즈\n최대 80% 할인 + 20% 쿠폰,https://www.musinsa.com/campaign/kicksweek2603/0,https://image.msscdn.net/campaign_service/images/cpcms/2026/90dd93f0bd094bf4b23797b310d6b840.jpg,,스포츠카테고리마케팅
광고진행,12,594631,2026-03-18 2:00:00,2026-03-18 2:00:00,musinsacampaign,26 SS 신상 캠페인 - 26 SS 신상 단독 특가,26 SS 신상 단독 특가,SS 신상을 무신사 단독 특가로 만나보세요,https://www.musinsa.com/campaign/26ss_newarrivals/0#new,https://image.msscdn.net/campaign_service/images/cpcms/2026/c0c73233da2543c48b8c099a138f95e7.jpg,,전사캠페인
광고진행,12,593175,2026-03-18 15:00:00,2026-03-18 15:00:00,grove,그로브 26ss 무신사 단독가 ,그로브 26ss 무신사 단독가 ,5% 할인 + 15% 쿠폰 ,https://www.musinsa.com/content/1462705313943170497,https://image.msscdn.net/cms/v2/content/cms_97436b45-4970-4.jpg,,여성패션
,12,577962,2026-03-19 2:00:00,2026-03-19 2:00:00,asics,아식스 GEL-NYC 2.0 드롭 발매,아식스 GEL-NYC 2.0 드롭 발매,아식스 GEL-NYC 2.0 드롭 발매,https://www.musinsa.com/brand/brooksrunning?gf=A,,"랜딩 URL, 상품 UID TBD",무신사풋웨어
광고진행,12,593715,2026-03-19 2:00:00,2026-03-19 2:00:00,8seconds,에잇세컨즈 x 스마일리,피로의 감각 덧입혀진 에잇세컨즈 x 스마일리, 에잇세컨즈 x 스마일리,https://www.musinsa.com/brand/8seconds?gf=A,,,KAM
,12,594505,2026-03-19 2:00:00,2026-03-19 2:00:00,dickies,디키즈x화이트마운티니어링,디키즈x화이트마운티니어링 협업 발매,디키즈x화이트마운티니어링 협업 발매,https://www.musinsa.com/content/1483011845285240040,https://image.msscdn.net/cms/v2/content/file_1773648118859_154731599_ognore.jpg,,무신사남성패션
광고진행,12,594632,2026-03-19 2:00:00,2026-03-19 2:00:00,musinsacampaign,26 SS 신상 캠페인 - 무배당발,신상 아이템도 무배당발,오늘 주문하면 내일 도착하는 신상 아이템!			,https://www.musinsa.com/campaign/26ss_newarrivals/0#delivery,https://image.msscdn.net/campaign_service/images/cpcms/2026/c0c73233da2543c48b8c099a138f95e7.jpg,,전사캠페인
,12,594639,2026-03-19 9:00:00,2026-03-19 9:00:00,musinsacampaign,26 SS 신상 캠페인 - 신학기데이,"단 3일, 신학기데이","필루미네이트, 더콜디스트모먼트 외 최대 30%쿠폰 + 결제혜택까지",https://www.musinsa.com/campaign/26ss_newarrivals/1,https://image.msscdn.net/campaign_service/images/cpcms/2026/c0c73233da2543c48b8c099a138f95e7.jpg,,전사캠페인
광고진행,12,569219,2026-03-19 15:00:00,2026-03-19 15:00:00,smg,[MUSINSADROP] 클램프 전시 티켓 + 굿즈,클램프 전시 티켓 + 굿즈 패키지,클램프 전시 티켓 + 굿즈 발매,추후 기재,,,트렌드상품 & IP 기획
,12,593221,2026-03-20 1:00:00,2026-03-20 1:00:00,levar,르바 26SS 2차 신상 발매 ,르바 26SS 2차 신상 발매 ,르바 26SS 2차 신상 발매 5%할인 +15%쿠폰,,,,여성패션
,12,590337,2026-03-20 2:00:00,2026-03-20 2:00:00,reebok,리복 클럽C 로퍼 KOR. SMU 발매,리복 클럽C 로퍼 KOR. SMU 발매,리복 클럽C 로퍼 KOR. SMU 단독 발매,https://www.musinsa.com/content/1480736128249910349,https://image.msscdn.net/cms/v2/content/file_1773294782576_83603599_55k0f4.jpg,랜딩 URL 추후 에디션 링크로 교체 요청,무신사풋웨어
광고진행,12,594393,2026-03-20 2:00:00,2026-03-20 2:00:00,newbalance,뉴발란스 26SS 브리즈 신규컬러 출시 앱푸시,뉴발란스 26SS 브리즈 신규컬러 출시,뉴발란스 26SS 브리즈 신규컬러 출시,https://www.musinsa.com/content/1480793598575803615,https://image.msscdn.net/cms/v2/content/cms_758a22e8-84fa-4.jpg,,무신사풋웨어
,12,574520,2026-03-20 3:00:00,2026-03-18 3:00:00,clarks,클락스 오리지널스Ⅹ앤더슨벨 협업 발매,클락스 오리지널스Ⅹ앤더슨벨,클락스 오리지널스Ⅹ앤더슨벨 첫 협업 프로젝트 진행,https://www.musinsa.com/content/1480444075171404100,https://image.msscdn.net/cms/v2/content/file_1773297906527_10254300_5lepnc.jpg,,무신사풋웨어
광고진행,12,591209,2026-03-20 10:00:00,2026-03-20 8:00:00,learve,르아브 x 콜라보 프로젝트,르아브 x 크리에이터 컬렉션 무신사 에디션,르아브 x 크리에이터 컬렉션 무신사 에디션,https://www.musinsa.com/content/1483007028601049644,https://image.msscdn.net/cms/v2/content/file_1773737628663_28105899_nglr7f.jpg,"
",무신사남성패션
,12,577228,2026-03-21 2:00:00,2026-03-19 2:00:00,vans,반스 펄라이즈드 슬립온 단독 발매,반스 펄라이즈드 슬립온,10% 쿠폰,https://www.musinsa.com/content/1483018859123865634,https://image.msscdn.net/cms/v2/content/file_1773973798578_112637000_y5kpa1.jpg,,무신사풋웨어
,12,594643,2026-03-22 2:00:00,2026-03-22 2:00:00,musinsacampaign,26 SS 신상 캠페인 - 미니멀데이,"단 2일, 미니멀데이","드로우핏, 플레어업 외 최대 30%쿠폰 + 결제혜택까지			",https://www.musinsa.com/campaign/26ss_newarrivals/1,https://image.msscdn.net/campaign_service/images/cpcms/2026/c0c73233da2543c48b8c099a138f95e7.jpg,,전사캠페인
광고진행,12,596854,2026-03-22 15:00:00,2026-03-22 15:00:00,newbalance,뉴발란스 740 Shifted 바람막이 GRAY PINK 재입고,뉴발란스 740 Shifted 바람막이 GRAY PINK 재입고,뉴발란스 740 Shifted 바람막이 GRAY PINK 재입고,https://www.musinsa.com/content/1470286600432655164,https://image.msscdn.net/cms/v2/content/file_1772068068145_144642100_a8glm2.jpg,"2/26 소량발매하여 단시간 소진 후 재고 대량확보한 상품입니다.
소재, 두께 특성상 판매 적기로 판단되어 앱푸시 노출 요청드립니다.
에스파 윈터 에셋 활용 가능합니다. ",무신사풋웨어
,13,598241,2026-03-23 0:00:00,2026-03-23 0:00:00,geng,젠지이스포츠 퍼스트 스탠드 2026 우승 관련 구좌 신청 건,젠지 이스포츠 퍼스트 스탠드 2026 우승,무신사 후원 프로게임단인 젠지 이스포츠의 2026년 첫 국제대회 우승,https://www.musinsa.com/content/1460445082874739012,https://image.msscdn.net/cms/v2/content/file_1773713421841_434514600_rqiolk.jpg,랜딩 URL은 TBD(새로 생성되는 스페셜 페이지) 입니다.,버티컬스포츠
광고진행,13,576750,2026-03-23 2:00:00,2026-03-23 2:00:00,smg,클램프 전시회 무신사 드롭 선발매,[무신사 드롭] CLAMP展 스페셜 키링 + 전시 무료입장 세트 단독 발매,클램프전 스페셜 키링 + 전시 무료입장 세트 단독 발매,https://www.musinsa.com/content/1478920730378400810,https://image.msscdn.net/cms/v2/content/file_1773815075003_9591800_szcxes.jpg,,트렌드상품 & IP 기획
,13,582797,2026-03-23 2:00:00,2026-03-23 2:00:00,브랜드ID,아이온2 그래픽카드 무신사 드롭 발매 건,아이온2 그래픽카드 발매,아이온2 그래픽카드 발매,https://www.musinsa.com/main/musinsa/recommend?gf=M,,,버티컬스포츠
광고진행,13,591640,2026-03-23 2:00:00,2026-03-23 2:00:00,brandactivation,3월 월간입점회,3월 월간 입점회," 단 일주일, 월간 입점회 최대 30% 쿠폰 + 추가 할인\n노이스, 토리버치, 메리온 외 신규 브랜드 입점회",https://www.musinsa.com/campaign/brandshowcase_2603,https://image.msscdn.net/campaign_service/images/cpcms/2026/7e1c0d68034445c0b1dcdad4e2bde69a.jpg,수정 완료,브랜드액티베이션
광고진행,13,594625,2026-03-23 2:00:00,2026-03-17 2:00:00,musinsacampaign,26 SS 신상 캠페인 - 랜덤뽑기,매일 11시 랜덤뽑기,최대 80% 쿠폰부터 1만원 적립금까지,https://www.musinsa.com/campaign/26ss_newarrivals/2#random,https://image.msscdn.net/campaign_service/images/cpcms/2026/c0c73233da2543c48b8c099a138f95e7.jpg,,전사캠페인
광고진행,13,596475,2026-03-23 2:00:00,2026-03-23 2:00:00,emis,이미스 26SS 3차 + 키즈라인 최초 런칭,이미스 키즈 신규 런칭,사은품 진행,https://www.musinsa.com/brand/emis/products?categoryCode=106&gf=A,,이미스 키즈 신규 런칭 / 사은품 행사 진행,무신사잡화
광고진행,13,596676,2026-03-23 2:00:00,2026-03-23 2:00:00,thombrowne,톰브라운 공식 입점,드디어 톰브라운,1) 10만원 이상 구매시 1만원 장바구니 할인  2) 쇼케이스 댓글 이벤트 : 추첨 통해 톰브라운 짐타올 증정 (1명),https://www.musinsa.com/content/1483646897648063117,https://image.msscdn.net/cms/v2/content/file_1773910047266_10540300_vs3s5o.jpg,쇼케이스 생성중,무신사글로벌패션
광고진행,13,597222,2026-03-23 2:00:00,2026-03-23 2:00:00,musinsaunisexfashion,"오직 여기서만, 무신사 only","오직 여기서만, 무신사 only",무신사 단독 상품,https://www.musinsa.com/content/1483722051858094162,https://image.msscdn.net/cms/v2/content/cms_d8432acb-77e1-4.png,,무신사유니섹스패션
,13,598340,2026-03-23 2:00:00,2026-03-23 2:00:00,musinsacampaign,26 SS 신상 캠페인,신상 아이템도 무배당발,오늘 주문하면 내일 도착하는 신상 아이템!,https://www.musinsa.com/campaign/26ss_newarrivals/0#delivery,https://image.msscdn.net/campaign_service/images/cpcms/2026/c0c73233da2543c48b8c099a138f95e7.jpg,,전사캠페인
,13,577798,2026-03-23 3:00:00,2026-03-23 3:00:00,nike,나이키 에어 맥스 95 무신사 단독 발매,나이키 에어맥스 95 무신사 단독 발매,나이키 에어맥스 95 무신사 단독 발매,https://www.musinsa.com/campaign/nikeairmax2026					,,"드롭 패키지 내 랜딩 페이지 생성후 수정 예정
3.23 메가 쇼케이스와 연계 예정
제품 발매는 3.26 10시 예정이어서 앱푸시는 3.26을 희망
3.5 진행되는 온오프라인 연계되는 메가 쇼케이스에 단독 제품 촬영 후 해당 에셋을 편집 예정",나이키
광고진행,13,594644,2026-03-24 2:00:00,2026-03-24 2:00:00,musinsacampaign,26 SS 신상 캠페인 - 러닝데이,"단 하루, 러닝데이","매든, 네거티브스플릿클럽 외 최대 30%쿠폰 + 결제혜택까지			",https://www.musinsa.com/campaign/26ss_newarrivals/1,https://image.msscdn.net/campaign_service/images/cpcms/2026/c0c73233da2543c48b8c099a138f95e7.jpg,,전사캠페인
,13,598341,2026-03-24 2:00:00,2026-03-24 2:00:00,musinsacampaign,26 SS 신상 캠페인,"단 하루, 러닝데이","매든, 네거티브스플릿클럽 외 최대 30%쿠폰",https://www.musinsa.com/campaign/26ss_newarrivals/1,https://image.msscdn.net/campaign_service/images/cpcms/2026/c0c73233da2543c48b8c099a138f95e7.jpg,,전사캠페인
광고진행,13,591371,2026-03-24 15:00:00,2026-03-24 15:00:00,suare,수아레 X 패션플래닛 [콜라보] (머슬 크롭 반팔 니트) 발매,수아레 X 패션플래닛 콜라보 발매,수아레 X 패션플래닛 콜라보 발매,https://drive.google.com/drive/folders/1dbvA00sC6dh8m4ycEXCWX8ntnIdM5NsS,,,무신사남성패션
광고진행,13,594908,2026-03-25 1:00:00,2026-03-25 1:00:00,stanley,스탠리 유벤투스 컬래버 상품 발매,스탠리1913 x 유벤투스 컬래버 텀블러 발매,인기 프로구단 텀블러 한정 발매,https://www.musinsa.com/content/1460445082874739012,https://image.msscdn.net/cms/v2/content/file_1773713421841_434514600_rqiolk.jpg,"3/25 노출가능(엠바고) 이미지들이 섞여 있어, 폴더를 나눠 두었습니다.
선수가 포함된 이미지는 4인이 무조건 다 나와야 합니다. (유벤투스 구단 가이드) 

랜딩 URL은 새로 생성되는 스페셜 페이지입니다. TBD",버티컬스포츠
,13,577165,2026-03-25 2:00:00,2026-03-25 2:00:00,lummir,무신사 X 루미르 이슬쌤 개발 단독 팔레트론칭  ,무신사 X 루미르 이슬쌤 공동개발 단독 4구 팔레트,무신사 X 루미르 이슬쌤 공동개발 단독 4구 팔레트,https://www.musinsa.com/content/,,"랜딩 URL은 생성 전으로 우선 임의 기재하였습니다.
",뷰티2
광고진행,13,594620,2026-03-25 2:00:00,2026-03-25 2:00:00,dickies,디키즈X언더커버,디키즈 X 언더커버,디키즈X언더커버 협업 발매(스페셜),https://www.musinsa.com/brand/dickies/products?gf=A&sortCode=NEW,,랜딩 URL 변경예정,무신사남성패션
광고진행,13,594563,2026-03-25 8:00:00,2026-03-25 8:00:00,cosmopolitan,유튜버 쿠빈 굿즈 발매,쿠빈이 입는 그 옷,유튜버 쿠빈 굿즈 무신사 에디션 단독발매,https://www.musinsa.com/content/1481568178110232647,,,라이프
광고진행,13,592866,2026-03-25 10:00:00,2026-03-25 10:00:00,corrs,인더스트X후디진호,인더스트X후디진호 콜라보,인더스트X후디진호 콜라보,https://www.musinsa.com/brand/corrs?gf=A,,"URL 생성중
상품등록중 임시 상품코드",무신사남성패션
,13,565927,2026-03-26 2:00:00,2026-03-25 15:00:00,calvinkleinjeans,26SS 캡슐 에디션 발매,26SS 코리아 캡슐 발매,단독 발매,추후 기재,,,KAM
광고진행,13,576434,2026-03-26 2:00:00,2026-03-26 2:00:00,adidas,아디다스 와플 컬렉션 무신사 에디션,아디다스 와플 컬렉션,무신사 에디션 발매,https://www.musinsa.com/content/,,,무신사풋웨어
광고진행,13,577040,2026-03-26 2:00:00,2026-03-26 2:00:00,calvinkleinjeans,캘빈클라인 26SS 캡슐 에디션,캘빈클라인 26SS 캡슐 에디션,캘빈클라인 26SS 캡슐 에디션,https://www.musinsa.com/content/1468846810649958918,,,KAM
광고진행,13,585592,2026-03-26 2:00:00,2026-03-26 2:00:00,foowearcategorymkt,[메가] 나이키 에어맥스 95 캠페인_앱푸시,"기다려온 에어맥스 데이, 무신사 단독 컬러 발매",에어맥스 95 무신사 단독 컬러 발매,https://www.musinsa.com/campaign/nikeairmax2026,https://image.msscdn.net/campaign_service/images/cpcms/2026/a9ad52207acb41eda0a8e5c60e8179e9.jpg,,스포츠카테고리마케팅
광고진행,13,590497,2026-03-26 2:00:00,2026-03-26 2:00:00,tuomio,뚜오미오X산리오 콜라보,뚜오미오X산리오 콜라보,"단독발매, 10% + 15% 쿠폰",https://www.musinsa.com/brand/tuomio/products?gf=F,,,여성패션
광고진행,13,596438,2026-03-26 2:00:00,2026-03-26 2:00:00,kenzo,W13 겐조 입점 특별기획전,"동 서양의 만남, 겐조 무신사 공식 신규입점 10% 쿠폰 혜택",10% 쿠폰 (3/26-4/9),https://www.musinsa.com/content/1478685082652712482,https://image.msscdn.net/cms/v2/content/file_1774247739190_508086700_uw4ch7.jpg,"3/6 #글로벌패션_마케팅실 슬랙채널
-  여지운님 소통 건",무신사글로벌패션
광고진행,13,596450,2026-03-26 2:00:00,2026-03-26 2:00:00,sportyandrich,W13 스포티앤리치,스포티앤리치 무신사 공식 신규 입점 최대 35% 할인 및 10% 쿠폰,최대 35% 할인 및 10% 쿠폰,https://www.musinsa.com/content/1478686924480346362,https://image.msscdn.net/cms/v2/content/file_1774318039222_1235772300_iup4gu.jpg,"3/6 #글로벌패션_마케팅실 슬랙채널
- 여지운님 소통 건

무신사 공식 위탁 신규입점 
런칭 기념 특별기획전 운영 : https://www.musinsa.com/content/1478686924480346362
햬택 : 전상품 대상 10% 쿠폰 적용 및 최대 35% 할인 

",무신사글로벌패션
광고진행,13,599658,2026-03-26 15:00:00,2026-03-26 15:00:00,yeezy,[무신사 드롭] 리스닝 파티 MD,해외 아티스트 리스닝 파티 MD,해외 아티스트 리스닝 파티 MD,https://www.musinsa.com/content/추후기재,,,트렌드상품 & IP 기획
광고진행,13,591046,2026-03-27 1:00:00,2026-03-27 1:00:00,wkndrs,[에디션] 위캔더스 x 코인서울 콜라보 단독 발매,위캔더스 x 코인서울 콜라보 단독 발매,[에디션] 위캔더스 x 코인서울 콜라보 단독 발매 최대 20% 할인+선착순 사은품,https://www.musinsa.com/content/1485868772401725573,https://image.msscdn.net/cms/v2/content/file_1774420244586_10229000_0wozkg.jpg,"에디션 링크 추후 기입, 룩북 3/13 이후 수급 예정",무신사유니섹스패션
광고진행,13,597908,2026-03-27 1:00:00,2026-03-27 1:00:00,starbucks,스타벅스 KBO MD 발매,스타벅스 KBO MD 발매,스타벅스 KBO MD 발매,https://www.musinsa.com/content/1483018181116973102,https://image.msscdn.net/cms/v2/content/file_1774252028860_29168000_5t2sy8.jpg,,KAM
광고진행,13,590075,2026-03-27 2:00:00,2026-03-27 2:00:00,letterfrommoon,레터프롬문 X 남서연 에디션,레터프롬문 X 남서연 에디션,레터프롬문 X 남서연 에디션,https://www.musinsa.com/content/1485562753421550213,https://image.msscdn.net/cms/v2/content/file_1774405223491_13008400_3v1gmd.jpg,랜딩 URL & 상품 UID 교체 예정 (3/23일 주차),여성패션
광고진행,13,588783,2026-03-27 3:00:00,2026-03-27 3:00:00,partimentoreworks,파르티멘토 리웍스 x 유니버셜 ip 콜라보 한정 발매,파르티멘토 리웍스 x 유니버셜 한정 발매,파르티멘토 리웍스 x 유니버셜 한정 발매,https://www.musinsa.com/content/1483288759556132901,https://image.msscdn.net/cms/v2/content/file_1773732986948_28416700_s4uea3.jpg,,무신사유니섹스패션
,13,591059,2026-03-27 9:00:00,2026-03-27 9:00:00,luvistrue,러브이즈트루 26 SS 3차 발매 X 캐캐체 콜라보,러브이즈트루 X 캐캐체 무신사 에디션,러브이즈트루 X 캐캐체 무신사 에디션 단독 발매,,,,여성패션
,13,577891,2026-03-28 1:00:00,2026-03-28 1:00:00,timberland,팀버랜드Ⅹ와코마리아 보트슈즈 단독 발매,팀버랜드Ⅹ와코마리아,프로모션 미진행,https://www.musinsa.com/brand/timberland?gf=A,,랜딩링크와 uid 추후 업데이트 예정 (현재 기재한 링크와 uid는 임시),무신사풋웨어
광고진행,13,594968,2026-03-28 2:00:00,2026-03-28 2:00:00,aeth,AETH x 데일리룸 콜라보 데님팬츠 발매,AETH x 데일리룸 데님팬츠 발매,최대 38% 할인,https://www.musinsa.com/content/,,에디션 작업후 랜딩 URL 진행,무신사남성패션
,13,596749,2026-03-29 2:00:00,2026-03-29 2:00:00,musinsawoman,컨템 이달의 장바구니 쿠폰 10% ,여성 컨템 이달의 장바구니 쿠폰 10% ,장바구니 쿠폰 10%  / 12만원 구매이상,https://www.musinsa.com/content/1483638269197180602,https://image.msscdn.net/cms/v2/content/cms_09638890-33de-4.jpg,,여성패션
,13,597700,2026-03-29 2:00:00,2026-03-29 2:00:00,musinsawoman,컨템 이달의 장바구니쿠폰 10%, 컨템 이달의 장바구니 쿠폰 10%,장바구니 쿠폰 10% / 12만원 구매이상,,,,여성패션
,13,591133,2026-03-29 10:00:00,2026-03-29 10:00:00,drawfit,드로우핏 X 한스 [콜라보] 발매,한스 × 드로우핏 액티브웨어 컬렉션,한스 × 드로우핏 액티브웨어 컬렉션,https://www.musinsa.com/content/1483277211078783257,https://image.msscdn.net/cms/v2/content/file_1773712553500_1320065199_keaph9.jpg,,무신사남성패션
광고진행,14,590317,2026-03-30 1:00:00,2026-03-30 1:00:00,dickies,디키즈X그린워커스,디키즈x그린워커스 협업 발매,디키즈x그린워커스 에디션,https://www.musinsa.com/content/1486517577187323377,https://image.msscdn.net/cms/v2/content/file_1774509443574_36392099_f65r8z.jpg,,무신사남성패션
,14,590458,2026-03-30 2:00:00,2026-04-13 2:00:00,v2,브이투 디즈니 협업 무신사 에디션,브이투 디즈니 협업 에디션,브이투 디즈니 협업 에디션,https://www.musinsa.com/content/1490639836872978106,https://image.msscdn.net/cms/v2/content/file_1775806630040_41136400_fhgkcm.jpg,랜딩 url 추후 에디션 쇼케이스 페이지로 수정 예정,무신사유니섹스패션
광고진행,14,590634,2026-03-30 2:00:00,2026-03-30 2:00:00,buckaroo,"버커루 x 26SS 슈퍼레이스 [콜라보] 한정 발매, 선발매","버커루 x 26SS 슈퍼레이스 [콜라보] 한정 발매, 선발매",버커루 x 26SS 슈퍼레이스 협업 발매,https://www.musinsa.com/brand/buckaroo?gf=A,,,KAM
,14,591282,2026-03-30 2:00:00,2026-03-30 2:00:00,flareup,3/30 플레어업 x 배강희 무신사 에디션,플레어업 x 배강희 무신사 에디션,단독 발매+할인 / 구매사은품 증정,https://drive.google.com/drive/folders/1vhojRpgi59uHTvLRg8GgShlkSqUrJ26V,,,여성패션
광고진행,14,592355,2026-03-30 2:00:00,2026-04-10 2:00:00,whosfanstore,[무신사 드롭] 스텔라이브,[무신사 드롭] 스텔라이브,[무신사 드롭] 스텔라이브,,,,트렌드상품 & IP 기획
광고진행,14,595468,2026-03-30 2:00:00,2026-03-30 2:00:00,misekiseoulmen,미세키서울 맨 x 리제임스 콜라보 발매,미세키서울 맨 x 리제임스 무신사 에디션 발매,미세키서울 맨 x 리제임스 무신사 에디션 발매 단독 10% 할인,https://www.musinsa.com/content/1486182152407855950,https://image.msscdn.net/cms/v2/content/file_1774588181058_18095500_642r7w.jpg,,무신사남성패션
광고진행,14,596089,2026-03-30 2:00:00,2026-03-30 2:00:00,beautycategorymkt,3월 뷰티위크,뷰티위크 1만2천원 쿠폰부터 25% 쿠폰까지,뷰티위크 1만2천원 쿠폰부터 25% 쿠폰까지,https://www.musinsa.com/campaign/beautyweek2603,https://image.msscdn.net/campaign_service/images/cpcms/2026/35244271076e4131bb2f57f40f46a179.jpg,,패션 & 뷰티카테고리마케팅
,14,597447,2026-03-30 2:00:00,2026-03-30 2:00:00,adidas,아디다스 후드집업 SMU 재입고,아디다스 후드집업 무신사 단독상품 재입고,인기상품 재입고,https://www.musinsa.com/brand/adidas,,랜딩URL 추후 업데이트예정,무신사풋웨어
광고진행,14,600343,2026-03-30 2:00:00,2026-03-30 2:00:00,massimodutti2,W14 마시모두띠 무신사 선발매 특별기획전,마시모두띠 26SS 신상 무신사 선발매 + 브랜드위크 10% 장바구니 쿠폰 혜택,"무신사 26SS 신상 무신사 선발매, 10% 장바구니 쿠폰 혜택",https://www.musinsa.com/content/1480499009279514089,https://image.msscdn.net/cms/v2/content/cms_0822c575-e2b7-4.jpg,"무신사 26SS 신상 무신사 선발매, 10% 장바구니 쿠폰 혜택
4월 매출 부스팅을 위하여 26SS 신상 무신사 선발매 특별기획전 진행(3/30~4/13), 런칭 일정 맞춰 브랜드위크 4월 1주차 선정되어 10% 장바구니 쿠폰 혜택 제공 (3/30~4/6), 7% 장바구니 쿠폰 혜택 제공 (4/6~4/13)",무신사글로벌패션
광고진행,14,591032,2026-03-30 10:00:00,2026-03-30 10:00:00,glack,[에디션] 글랙 X 테이스터 션 [콜라보] 컬렉션 / 단독 발매,글랙 X 테이스터 션 콜라보 단독 발매,[에디션] 글랙 X 테이스터 션 콜라보 단독 발매 15% 할인 + 10% 상품 쿠폰,https://www.musinsa.com/content/1486232547324062197,https://image.msscdn.net/cms/v2/content/file_1774591374048_18774400_sn205z.jpg,에디션 링크 추후 기재 가능,무신사유니섹스패션
광고진행,14,601955,2026-03-30 10:00:00,2026-03-30 10:00:00,leire,르아르 X 송승일 캡슐 컬렉션,르아르 X 송승일 캡슐 컬렉션 발매,단독 최대 10%할인 + 5% 쿠폰,https://www.musinsa.com/content/1486656196380190841,https://image.msscdn.net/cms/v2/content/cms_f65ba341-06cc-4.jpg,,무신사남성패션
광고진행,14,591109,2026-03-30 12:00:00,2026-03-30 12:00:00,nonblank,넌블랭크 X 오정규 [콜라보] 발매,넌블랭크 × 오정규 셋업 컬렉션 발매,넌블랭크 × 오정규 셋업 컬렉션 발매,https://www.musinsa.com/content/1484455024977888579,https://image.msscdn.net/cms/v2/content/file_1774587320159_131259200_dwck4z.jpg,,무신사남성패션
광고진행,14,600793,2026-03-30 12:00:00,2026-03-30 12:00:00,musinsawoman,여성 스웻라인&셔츠 모음전,여성 스웻라인&셔츠 모음전,"여성패션팀 전체 후드티셔츠, 맨투맨, 캐주얼 셔츠 카테고리 판매중 상품 대상으로 20% 쿠폰 진행 예정인 모음전",https://www.musinsa.com/content/1486192890712419092,https://image.msscdn.net/cms/v2/content/cms_b431ab6d-537d-4.jpg,,여성패션
광고진행,14,598391,2026-03-31 1:00:00,2026-03-31 1:00:00,stanley,스탠리 1913 x 아스널FC 컬래버 텀블러 발매,스탠리 1913 x 아스널FC 텀블러 발매,스탠리 1913 x 아스널FC 텀블러 발매,https://www.musinsa.com/content/1460445082874739012,https://image.msscdn.net/cms/v2/content/file_1773713421841_434514600_rqiolk.jpg,URL은 새로 생성될 스페셜 페이지로 대체될 예정입니다. (TBD),버티컬스포츠
광고진행,14,577108,2026-03-31 2:00:00,2026-03-31 2:00:00,nothelove,"노더럽 신규 플레이버 치약, 칫솔 발매",노더럽 꿀맛 인생 치약&칫솔 신규 발매,노더럽 꿀맛 인생 치약&칫솔 신규 발매,https://www.musinsa.com/content/1486299957464917526,https://image.msscdn.net/cms/v2/content/file_1774845175489_18387700_talekl.jpg,랜딩 URL은 생성 전으로 우선 임의 기재하였습니다.,뷰티2
